,Facility Name,Resident Weeks,Covid Infections,Facility Infection Rate,County Infection Rate,Infection Score,Final Payment,Infection Rate,Rate Ratio
4540,THE AMBASSADOR LINCOLN,389.0,0,0.0,2.13,0.83,106268,0.0,0.0
4541,GOOD SAMARITAN SOCIETY - HASTINGS VILLAGE,310.0,0,0.0,2.38,0.74,103668,0.0,0.0
4542,PARK VIEW HAVEN NURSING HOME,148.0,0,0.0,2.05,0.3,46606,0.0,0.0
4543,DAVID PLACE,262.0,0,0.0,4.69,1.23,157539,0.0,0.0
4544,ST. JOSEPH VILLA NURSING CENTER,665.0,0,0.0,2.66,1.77,271869,0.0,0.0
4545,HILLCREST NURSING HOME,317.0,1,3.15,4.68,0.48,74438,3.1545741324921135,0.6730769230769231
4546,LINDEN COURT,417.0,0,0.0,3.79,1.58,206793,0.0,0.0
4547,IMMANUEL FONTENELLE,461.0,0,0.0,2.66,1.23,157057,0.0,0.0
4548,INDIAN HILLS MANOR,178.0,0,0.0,1.47,0.26,33514,0.0,0.0
4549,ARBOR CARE CENTERS-FRANKLIN LLC,130.0,0,0.0,4.43,0.58,73842,0.0,0.0
4550,PRESTIGE CARE CENTER OF PLATTSMOUTH,393.0,0,0.0,2.1,0.82,105564,0.0,0.0
4551,EMERALD NURSING & REHAB LAKEVIEW,305.0,0,0.0,2.53,0.77,98776,0.0,0.0
4552,PRESTIGE CARE CENTER OF NEBRASKA CITY,286.0,0,0.0,2.41,0.69,88382,0.0,0.0
4553,GOOD SAMARITAN SOCIETY - AUBURN,307.0,0,0.0,1.52,0.47,59833,0.0,0.0
4554,FALLS CITY CARE CENTER,295.0,0,0.0,2.03,0.6,76931,0.0,0.0
4555,ARBOR CARE CENTERS-FULLERTON LLC,288.0,1,3.47,3.98,0.15,21716,3.472222222222222,0.8718592964824121
4556,"ARBOR CARE CENTERS-VALHAVEN, LLC",238.0,0,0.0,2.66,0.63,81084,0.0,0.0
4557,ARBOR CARE CENTERS-NELIGH LLC,174.0,0,0.0,3.59,0.62,89150,0.0,0.0
4558,THE AMBASSADOR NEBRASKA CITY,220.0,0,0.0,2.41,0.53,67986,0.0,0.0
4559,BEATRICE HEALTH AND REHABILITATION,325.0,0,0.0,3.26,1.06,135949,0.0,0.0
4560,YORK GENERAL HEARTHSTONE,441.0,1,2.27,5.72,1.52,233989,2.2675736961451247,0.3968531468531469
4561,LIFE CARE CENTER OF ELKHORN,342.0,0,0.0,2.66,0.91,116515,0.0,0.0
4562,GOOD SAMARITAN SOCIETY - SYRACUSE,195.0,0,0.0,2.41,0.47,60260,0.0,0.0
4563,AZRIA HEALTH SUTHERLAND,250.0,0,0.0,3.79,0.95,144067,0.0,0.0
4564,AZRIA HEALTH GRETNA,245.0,0,0.0,2.82,0.69,88417,0.0,0.0
4565,AZRIA HEALTH CENTRAL CITY,303.0,0,0.0,2.14,0.65,83143,0.0,0.0
4566,GOOD SHEPHERD LUTHERAN HOME,246.0,0,0.0,2.81,0.69,88539,0.0,0.0
4567,CREST VIEW CARE CENTER,139.0,0,0.0,3.42,0.48,60992,0.0,0.0
4568,WISNER CARE CENTER,173.0,0,0.0,3.96,0.68,87745,0.0,0.0
4569,GOOD SAMARITAN SOCIETY - BLOOMFIELD,165.0,0,0.0,2.93,0.48,61941,0.0,0.0
4570,PLUM CREEK CARE CENTER,149.0,0,0.0,2.37,0.35,45332,0.0,0.0
4571,"NORTH PLATTE CARE CENTER, LLC",312.0,0,0.0,3.79,1.18,151440,0.0,0.0
4572,WILBER CARE CENTER,219.0,0,0.0,3.6,0.79,101053,0.0,0.0
4573,GOOD SAMARITAN SOCIETY - ARAPAHOE,134.0,0,0.0,3.12,0.42,53634,0.0,0.0
4574,GOOD SAMARITAN SOCIETY - ATKINSON,187.0,0,0.0,5.05,0.94,120965,0.0,0.0
4575,COLONIAL MANOR OF RANDOLPH,168.0,0,0.0,2.05,0.34,44087,0.0,0.0
4576,GOOD SAMARITAN SOCIETY - COLONIAL VILLA,183.0,0,0.0,2.6,0.48,73292,0.0,0.0
4577,LEGACY GARDEN REHABILITATION & LIVING CENTER,156.0,0,0.0,2.69,0.42,53704,0.0,0.0
4578,GOOD SAMARITAN SOCIETY - SUPERIOR,225.0,0,0.0,4.58,1.03,132115,0.0,0.0
4579,GOOD SAMARITAN SOCIETY - ST LUKE'S VILLAGE,202.0,0,0.0,3.79,0.77,98240,0.0,0.0
4580,GOOD SAMARITAN SOCIETY - ALBION,260.0,0,0.0,3.39,0.88,112981,0.0,0.0
4581,"CALLAWAY GOOD LIFE CENTER, INC",138.0,0,0.0,3.08,0.43,55701,0.0,0.0
4582,GOOD SAMARITAN SOCIETY - BEATRICE,326.0,0,0.0,3.26,1.06,138408,0.0,0.0
4583,COMMUNITY PRIDE CARE CENTER,209.0,0,0.0,4.03,0.84,107934,0.0,0.0
4584,WAKEFIELD HEALTH CARE CENTER,114.0,0,0.0,2.84,0.32,49784,0.0,0.0
4585,PIONEER MANOR NURSING HOME,225.0,0,0.0,3.81,0.86,109961,0.0,0.0
4586,ELWOOD CARE CENTER,156.0,0,0.0,2.91,0.45,58285,0.0,0.0
4587,AZRIA HEALTH MIDTOWN,238.0,0,0.0,2.66,0.63,81084,0.0,0.0
4588,SOUTHLAKE VILLAGE REHABILITATION & CARE CENTER,512.0,0,0.0,2.13,1.09,139869,0.0,0.0
4589,HERITAGE OF EMERSON,175.0,0,0.0,3.88,0.68,87152,0.0,0.0
4590,HOOPER CARE CENTER,190.0,0,0.0,3.23,0.61,78734,0.0,0.0
4591,HERITAGE CROSSINGS,291.0,0,0.0,2.67,0.78,99712,0.0,0.0
4592,LEGACY POINTE REHABILITATION CENTER,292.0,0,0.0,2.66,0.78,108353,0.0,0.0
4593,BROOKESTONE VILLAGE,603.0,1,1.66,2.66,0.6,92693,1.658374792703151,0.6240601503759398
4594,CHRISTIAN HOMES HEALTH CARE CENTER,292.0,0,0.0,4.91,1.44,183968,0.0,0.0
4595,COLONIAL ACRES NURSING HOME,116.0,0,0.0,2.03,0.24,36301,0.0,0.0
4596,"ST. JOSEPH'S VILLA, INC.",262.0,0,0.0,4.69,1.23,157539,0.0,0.0
4597,EL DORADO MANOR NURSING HOME,118.0,0,0.0,3.55,0.42,61980,0.0,0.0
4598,MOTHER HULL HOME,208.0,0,0.0,3.79,0.79,101158,0.0,0.0
4599,KIMBALL COUNTY MANOR,218.0,0,0.0,2.75,0.6,85399,0.0,0.0
4600,COMMUNITY MEMORIAL HEALTH CENTER,301.0,0,0.0,2.54,0.76,97982,0.0,0.0
4601,BLUE VALLEY LUTHERAN NURSING HOME,269.0,0,0.0,1.68,0.45,57897,0.0,0.0
4602,CHIMNEY ROCK VILLA,198.0,0,0.0,2.41,0.48,61240,0.0,0.0
4603,PARKVIEW HAVEN NURSING HOME,115.0,0,0.0,1.68,0.19,24752,0.0,0.0
4604,WESTFIELD QUALITY CARE OF AURORA,207.0,0,0.0,2.68,0.56,71148,0.0,0.0
4605,LOUISVILLE CARE CENTER,224.0,0,0.0,2.1,0.47,60169,0.0,0.0
4606,PAPILLION MANOR,353.0,0,0.0,2.82,0.99,152871,0.0,0.0
4607,BEAVER CITY MANOR,105.0,0,0.0,3.12,0.33,42026,0.0,0.0
4608,"BETHANY HOME, INC.",284.0,0,0.0,3.76,1.07,164122,0.0,0.0
4609,HARVARD REST HAVEN,134.0,0,0.0,3.97,0.53,77822,0.0,0.0
4610,NYE LEGACY HEALTH & REHABILITATION CENTER,356.0,0,0.0,3.23,1.15,148920,0.0,0.0
4611,RIDGEWOOD REHABILITATION & CARE CENTER,343.0,0,0.0,2.41,0.83,105828,0.0,0.0
4612,THE LIGHTHOUSE AT LAKESIDE VILLAGE,165.0,0,0.0,2.66,0.44,56214,0.0,0.0
4613,OAKLAND HEIGHTS,203.0,0,0.0,2.35,0.48,61239,0.0,0.0
4614,JEFFERSON COMMUNITY HEALTH & LIFE GARDENSIDE,168.0,0,0.0,2.04,0.34,44013,0.0,0.0
4615,TABITHA NURSING CENTER AT CRETE,160.0,0,0.0,3.6,0.58,73828,0.0,0.0
4616,AVERA CREIGHTON CARE CENTRE,210.0,0,0.0,2.93,0.61,78834,0.0,0.0
4617,GOOD SAMARITAN SOCIETY - GRAND ISLAND VILLAGE,218.0,0,0.0,2.53,0.55,70600,0.0,0.0
4618,GREELEY CARE HOME,110.0,0,0.0,1.78,0.2,25138,0.0,0.0
4619,MITCHELL CARE CENTER,182.0,0,0.0,3.53,0.64,65817,0.0,0.0
4620,TABITHA AT THE LANDING,221.0,0,0.0,2.13,0.47,60373,0.0,0.0
4621,VALLEY VIEW SENIOR VILLAGE,111.0,0,0.0,2.65,0.29,37643,0.0,0.0
4622,SAUNDERS MEDICAL CENTER,262.0,0,0.0,2.4,0.63,80626,0.0,0.0
4623,BROOKESTONE VIEW,224.0,0,0.0,3.08,0.69,104228,0.0,0.0
4624,SANDHILLS CARE CENTER,104.0,0,0.0,3.59,0.37,47823,0.0,0.0
4625,HILLCREST FIRETHORN,258.0,0,0.0,2.13,0.55,70481,0.0,0.0
4626,HILLCREST MILLARD,189.0,0,0.0,2.66,0.5,77268,0.0,0.0
4627,ROCK COUNTY HOSPITAL LONG TERM CARE,90.0,0,0.0,2.51,0.23,34688,0.0,0.0
4628,BROOKESTONE GARDENS,145.0,0,0.0,3.79,0.55,84623,0.0,0.0
4629,"QUALITY LIVING, INC",553.0,0,0.0,2.66,1.47,188400,0.0,0.0
4630,PIONEER MEMORIAL COMMUNITY HOSPITAL,109.0,0,0.0,5.28,0.58,73756,0.0,0.0
4631,REGIONAL WEST GARDEN COUNTY NURSING HOME,117.0,0,0.0,4.14,0.48,62051,0.0,0.0
4632,MEMORIAL COMMUNITY CARE,191.0,0,0.0,2.68,0.51,65649,0.0,0.0
4633,GOLDEN OURS CONVALESCENT HOME,75.0,0,0.0,1.31,0.1,15165,0.0,0.0
4634,GORDON COUNTRYSIDE CARE,112.0,0,0.0,3.81,0.43,54736,0.0,0.0
4635,HILLCREST SHADOW LAKE,459.0,0,0.0,2.82,1.29,165646,0.0,0.0
4636,PERSHING GENERAL HOSPITAL SNF,118.0,0,0.0,0.12,0.01,2159,0.0,0.0
4637,LEFA SERAN SNF,107.0,0,0.0,0.22,0.02,3045,0.0,0.0
4638,SOUTH LYON MEDICAL CENTER,155.0,0,0.0,0.66,0.1,13129,0.0,0.0
4639,"PREMIER HEALTH & REHABILITATION CENTER OF LV, LP",309.0,0,0.0,1.47,0.46,58380,0.0,0.0
4640,HARMONY MANOR SKILLED NURSING FACILITY,178.0,0,0.0,0.62,0.11,16919,0.0,0.0
4641,WHITE PINE CARE CENTER,158.0,0,0.0,1.27,0.2,25793,0.0,0.0
4642,NORTH LAS VEGAS CARE CENTER,642.0,0,0.0,1.47,0.95,121295,0.0,0.0
4643,SAINT JOSEPH TRANSITIONAL REHABILITATION CENTER,391.0,0,0.0,1.47,0.58,74889,0.0,0.0
4644,DELMAR GARDENS OF GREEN VALLEY,601.0,0,0.0,1.47,0.89,136259,0.0,0.0
4645,LAKESIDE HEALTH & WELLNESS SUITES,377.0,0,0.0,1.89,0.71,109857,0.0,0.0
4646,HEARTHSTONE OF NORTHERN NEVADA,576.0,0,0.0,1.89,1.09,139871,0.0,0.0
4647,BOULDER CITY HOSPITAL SNF,194.0,0,0.0,1.47,0.29,36653,0.0,0.0
4648,LIFE CARE CENTER OF RENO,470.0,0,0.0,1.89,0.89,114131,0.0,0.0
4649,LIFE CARE CENTER OF LAS VEGAS,710.0,0,0.0,1.47,1.05,160971,0.0,0.0
4650,COLLEGE PARK REHABILITATION CENTER,386.0,0,0.0,1.47,0.57,87514,0.0,0.0
4651,SILVER HILLS HEALTH CARE CENTER,625.0,0,0.0,1.47,0.92,141700,0.0,0.0
4652,HIGHLAND MANOR OF MESQUITE,274.0,0,0.0,1.47,0.4,51768,0.0,0.0
4653,PAHRUMP HEALTH AND REHABILITATION CENTER,345.0,0,0.0,0.95,0.33,42017,0.0,0.0
4654,LIFE CARE CENTER OF SOUTH LAS VEGAS,379.0,0,0.0,1.47,0.56,84404,0.0,0.0
4655,ALTA SKILLED NURSING AND REHABILITATION CENTER,754.0,0,0.0,1.89,1.43,183095,0.0,0.0
4656,MOUNTAIN VIEW HEALTH & REHAB,647.0,0,0.0,0.91,0.59,77128,0.0,0.0
4657,MOUNTAIN VIEW CARE CENTER,378.0,0,0.0,1.47,0.56,71417,0.0,0.0
4658,NEVADA STATE VETERANS HOME - BOULDER CITY,753.0,1,1.33,1.47,0.11,16892,1.3280212483399734,0.9047619047619049
4659,GARDNERVILLE  HEALTH & REHAB  CENTER,251.0,0,0.0,0.52,0.13,19896,0.0,0.0
4660,"THE HEIGHTS OF SUMMERLIN, LLC",391.0,0,0.0,1.47,0.58,88648,0.0,0.0
4661,NEURORESTORATIVE 4 KIDS,173.0,0,0.0,1.47,0.25,32685,0.0,0.0
4662,HIGHLAND MANOR OF FALLON,302.0,0,0.0,0.78,0.24,30151,0.0,0.0
4663,LAS VENTANAS RETIREMENT COMM SNF,224.0,0,0.0,1.47,0.33,44320,0.0,0.0
4664,MARQUIS CARE AT CENTENNIAL HILLS,431.0,0,0.0,1.47,0.64,84387,0.0,0.0
4665,ADVANCED HEALTH CARE OF SUMMERLIN,171.0,0,0.0,1.47,0.25,38769,0.0,0.0
4666,CANYON VISTA POST ACUTE,425.0,0,0.0,1.47,0.63,96356,0.0,0.0
4667,"WELBROOK CENTENNIAL HILLS, LLC",115.0,0,0.0,1.47,0.17,23520,0.0,0.0
4668,SAGE CREEK POST-ACUTE,206.0,0,0.0,1.47,0.3,38920,0.0,0.0
4669,SIERRA RIDGE HEALTH AND WELLNESS SUITES,160.0,0,0.0,1.89,0.3,42301,0.0,0.0
4670,NEURORESTORATIVE NEVADA,85.0,0,0.0,1.89,0.16,20641,0.0,0.0
4671,CARSON TAHOE TRANSITIONAL REHABILITATION CENTER,319.0,0,0.0,0.91,0.29,37298,0.0,0.0
4672,NORTHERN NEVADA STATE VETERANS HOME,382.0,0,0.0,1.89,0.72,100127,0.0,0.0
4673,TRELLIS CENTENNIAL,125.0,0,0.0,1.47,0.18,28340,0.0,0.0
4674,ADVANCED HEALTH CARE OF PARADISE,146.0,0,0.0,1.47,0.22,30561,0.0,0.0
4675,GAYE HAVEN INTERMEDIATE CARE FACILITY,50.0,0,0.0,1.47,0.07,9447,0.0,0.0
4676,MISSION PINES NURSING & REHABILITATION CENTER,723.0,0,0.0,1.47,1.07,163919,0.0,0.0
4677,GREENBRIAR HEALTHCARE,907.0,0,0.0,0.59,0.54,68809,0.0,0.0
4678,HANOVER HILL HEALTH CARE CENTER,507.0,0,0.0,0.59,0.3,38463,0.0,0.0
4679,DOVER CENTER FOR HEALTH & REHABILITATION,443.0,0,0.0,0.36,0.16,20519,0.0,0.0
4680,HANOVER TERRACE HEALTH AND REHABILITATION CENTER,416.0,0,0.0,0.25,0.11,13527,0.0,0.0
4681,EDGEWOOD CENTRE (THE),429.0,0,0.0,0.48,0.21,26594,0.0,0.0
4682,ROCHESTER MANOR,406.0,0,0.0,0.36,0.15,18805,0.0,0.0
4683,MAPLE LEAF HEALTH CARE CENTER,498.0,0,0.0,0.59,0.29,37781,0.0,0.0
4684,COURVILLE AT NASHUA,317.0,0,0.0,0.59,0.19,24049,0.0,0.0
4685,HACKETT HILL HEALTHCARE CENTER,309.0,0,0.0,0.59,0.18,24677,0.0,0.0
4686,PLEASANT VALLEY NURSING CENTER,391.0,0,0.0,0.48,0.19,24239,0.0,0.0
4687,LACONIA REHABILITATION CENTER,573.0,0,0.0,0.33,0.19,24204,0.0,0.0
4688,ELM WOOD CENTER AT CLAREMONT,325.0,0,0.0,0.18,0.06,7532,0.0,0.0
4689,WARDE HEALTH CENTER,140.0,0,0.0,0.48,0.07,8679,0.0,0.0
4690,GOLDEN VIEW HEALTH CARE CENTER,341.0,0,0.0,0.33,0.11,14404,0.0,0.0
4691,ROCKINGHAM COUNTY NURSING HOME,688.0,0,0.0,0.48,0.33,42650,0.0,0.0
4692,RIVERSIDE REST HOME,865.0,0,0.0,0.36,0.31,40065,0.0,0.0
4693,"LEBANON CENTER, GENESIS HEALTHCARE",523.0,0,0.0,0.25,0.13,17006,0.0,0.0
4694,"RIDGEWOOD CENTER, GENESIS HEALTHCARE",447.0,0,0.0,0.59,0.26,33911,0.0,0.0
4695,GRAFTON COUNTY NURSING HOME,543.0,0,0.0,0.25,0.14,17656,0.0,0.0
4696,CHESHIRE COUNTY HOME,570.0,0,0.0,0.15,0.09,11140,0.0,0.0
4697,MERRIMACK COUNTY NURSING HOME,1210.0,0,0.0,0.49,0.59,75408,0.0,0.0
4698,COURVILLE AT MANCHESTER,267.0,0,0.0,0.59,0.16,24307,0.0,0.0
4699,SALEMHAVEN,409.0,0,0.0,0.48,0.2,30092,0.0,0.0
4700,PHEASANT WOOD CENTER,481.0,0,0.0,0.59,0.28,36491,0.0,0.0
4701,CRESTWOOD CENTER,337.0,0,0.0,0.59,0.2,27084,0.0,0.0
4702,WESTWOOD CENTER,320.0,0,0.0,0.15,0.05,6254,0.0,0.0
4703,EXETER CENTER,330.0,0,0.0,0.48,0.16,20457,0.0,0.0
4704,APPLEWOOD CENTER,343.0,0,0.0,0.15,0.05,6704,0.0,0.0
4705,SAINT VINCENT REHABILITATION & NURSING CENTER,302.0,0,0.0,0.47,0.14,18153,0.0,0.0
4706,THE ELMS CENTER,232.0,0,0.0,0.59,0.14,17601,0.0,0.0
4707,SAINT FRANCIS REHABILITATION AND NURSING CENTER,215.0,0,0.0,0.33,0.07,9082,0.0,0.0
4708,JAFFREY REHABILITATION AND NURSING CENTER,238.0,0,0.0,0.15,0.04,4651,0.0,0.0
4709,HOLY CROSS HEALTH CENTER,160.0,0,0.0,0.59,0.09,12138,0.0,0.0
4710,"MOUNTAIN RIDGE CENTER, GENESIS HEALTHCARE",351.0,0,0.0,0.49,0.17,21875,0.0,0.0
4711,"COUNTRY VILLAGE CENTER, GENESIS HEALTHCARE",367.0,0,0.0,0.47,0.17,23274,0.0,0.0
4712,"LAFAYETTE CENTER, GENESIS HEALTHCARE",298.0,0,0.0,0.25,0.08,9690,0.0,0.0
4713,"HARRIS HILL CENTER, GENESIS HEALTHCARE",380.0,0,0.0,0.49,0.18,23682,0.0,0.0
4714,EPSOM HEALTHCARE CENTER,445.0,0,0.0,0.49,0.22,27733,0.0,0.0
4715,COLONIAL HILL CENTER,337.0,0,0.0,0.36,0.12,15609,0.0,0.0
4716,CLIPPER HARBOR,459.0,0,0.0,0.48,0.22,34145,0.0,0.0
4717,WOLFEBORO BAY CENTER,404.0,0,0.0,0.16,0.06,8259,0.0,0.0
4718,MINERAL SPRINGS,348.0,0,0.0,0.16,0.06,7114,0.0,0.0
4719,LANGDON PLACE OF KEENE,110.0,0,0.0,0.15,0.02,2150,0.0,0.0
4720,BEDFORD NURSING & REHABILITATION CENTER,303.0,0,0.0,0.59,0.18,27584,0.0,0.0
4721,MOUNTAIN VIEW COMMUNITY,462.0,0,0.0,0.16,0.07,11334,0.0,0.0
4722,ST JOSEPH RESIDENCE,108.0,0,0.0,0.59,0.06,8193,0.0,0.0
4723,LANGDON PLACE OF DOVER,113.0,0,0.0,0.36,0.04,5234,0.0,0.0
4724,COLONIAL POPLIN NURSING HOME,192.0,0,0.0,0.48,0.09,11902,0.0,0.0
4725,SULLIVAN COUNTY HEALTH CARE,649.0,0,0.0,0.18,0.12,15040,0.0,0.0
4726,MORRISON NURSING HOME,263.0,0,0.0,0.47,0.12,15809,0.0,0.0
4727,DERRY CENTER FOR REHABILITATION AND HEALTHCARE,200.0,0,0.0,0.48,0.1,12398,0.0,0.0
4728,BEL-AIR NURSING AND REHAB CENTER INC,151.0,0,0.0,0.59,0.09,11456,0.0,0.0
4729,WEBSTER AT RYE,196.0,0,0.0,0.48,0.09,12150,0.0,0.0
4730,FAIRVIEW NURSING HOME,462.0,0,0.0,0.59,0.27,35049,0.0,0.0
4731,COOS COUNTY NURSING HOME,414.0,0,0.0,0.47,0.19,24885,0.0,0.0
4732,GLENCLIFF HOME FOR THE ELDERLY,585.0,0,0.0,0.25,0.15,19022,0.0,0.0
4733,MERRIMAN HOUSE,185.0,0,0.0,0.16,0.03,3782,0.0,0.0
4734,COOS COUNTY NURSING HOSPITAL,348.0,0,0.0,0.47,0.16,20918,0.0,0.0
4735,MERWICK CARE & REHABILITATION CENTER,737.0,0,0.0,0.78,0.58,74018,0.0,0.0
4736,LAUREL MANOR HEALTHCARE AND REHABILITATION CENTER,447.0,0,0.0,0.83,0.37,47518,0.0,0.0
4737,ELMORA HILLS HEALTH & REHABILITATION CENTER,689.0,0,0.0,1.09,0.75,96302,0.0,0.0
4738,BARCLAYS REHABILITATION AND HEALTHCARE CENTER,457.0,0,0.0,0.83,0.38,48581,0.0,0.0
4739,EAGLEVIEW HEALTH AND REHABILITATION,339.0,0,0.0,0.41,0.14,17972,0.0,0.0
4740,MADISON CENTER,546.0,0,0.0,0.84,0.46,58546,0.0,0.0
4741,BERGEN NEW BRIDGE MEDICAL CENTER,1965.0,0,0.0,0.67,1.32,180698,0.0,0.0
4742,DWELLING PLACE AT ST CLARES,86.0,0,0.0,0.61,0.05,6711,0.0,0.0
4743,DAUGHTERS OF MIRIAM CENTER,684.0,0,0.0,0.91,0.62,95526,0.0,0.0
4744,MEADOW LAKES,241.0,0,0.0,0.44,0.11,16164,0.0,0.0
4745,ARBOR GLEN CENTER,448.0,0,0.0,1.06,0.48,60924,0.0,0.0
4746,TEANECK NURSING CENTER,411.0,0,0.0,0.67,0.28,42321,0.0,0.0
4747,ROOSEVELT CARE CENTER,769.0,0,0.0,0.78,0.6,86806,0.0,0.0
4748,LINCOLN PARK RENAISSANCE REHAB & NURSING,610.0,0,0.0,0.61,0.37,51391,0.0,0.0
4749,ANDOVER SUBACUTE AND REHAB I,525.0,0,0.0,0.38,0.2,25294,0.0,0.0
4750,BURLINGTON WOODS,602.0,0,0.0,0.72,0.43,66290,0.0,0.0
4751,PINE ACRES CONVALESCENT CENTER,399.0,0,0.0,0.61,0.24,31135,0.0,0.0
4752,OUR LADY'S CENTER FOR REHABILITATION & HC,609.0,0,0.0,0.95,0.58,89322,0.0,0.0
4753,NEPTUNE GARDENS NURSING AND REHAB LLC,361.0,0,0.0,0.84,0.3,41253,0.0,0.0
4754,GOLDEN REHABILITATION AND NURSING CENTER,366.0,0,0.0,0.41,0.15,19403,0.0,0.0
4755,STRATFORD MANOR REHABILITATION AND CARE CENTER,599.0,0,0.0,1.06,0.64,88099,0.0,0.0
4756,TOWER LODGE CARE CENTER,266.0,0,0.0,0.84,0.22,28522,0.0,0.0
4757,HEATH VILLAGE,387.0,0,0.0,0.61,0.24,32263,0.0,0.0
4758,ALARIS HEALTH AT JERSEY CITY,540.0,0,0.0,0.89,0.48,61564,0.0,0.0
4759,CHESTNUT HILL CONV CENTER,252.0,0,0.0,0.91,0.23,29328,0.0,0.0
4760,CARE ONE AT KING JAMES,453.0,0,0.0,0.84,0.38,48574,0.0,0.0
4761,CARE ONE AT HOLMDEL,488.0,0,0.0,0.84,0.41,52327,0.0,0.0
4762,"DOCTORS SUBACUTE HEALTHCARE, LLC",223.0,0,0.0,0.91,0.2,31144,0.0,0.0
4763,JFK HARTWYCK AT CEDAR BROOK,450.0,0,0.0,1.09,0.49,75476,0.0,0.0
4764,CORNELL HALL CARE & REHABILITATION CENTER,451.0,0,0.0,1.09,0.49,63037,0.0,0.0
4765,LAKEVIEW REHABILITATION AND CARE CENTER,395.0,0,0.0,0.91,0.36,45971,0.0,0.0
4766,PREFERRED CARE AT HAMILTON,453.0,0,0.0,0.44,0.2,25319,0.0,0.0
4767,HUDSONVIEW HEALTH CARE CENTER,1028.0,0,0.0,0.89,0.91,133506,0.0,0.0
4768,CLOVER MEADOWS HEALTHCARE AND REHABILITATION CENTE,376.0,0,0.0,0.44,0.16,25218,0.0,0.0
4769,ATLANTIC COAST REHAB & HEALTH,567.0,0,0.0,1.26,0.72,91743,0.0,0.0
4770,ARNOLD WALTER NURSING HOME,410.0,0,0.0,0.84,0.34,52756,0.0,0.0
4771,WESTFIELD CENTER,606.0,0,0.0,1.09,0.66,91545,0.0,0.0
4772,PROVIDENCE NURSING AND REHABILITATION CENTER,416.0,0,0.0,0.44,0.18,23251,0.0,0.0
4773,BISHOP MCCARTHY CENTER FOR REHABILITATION & HC,665.0,0,0.0,0.38,0.25,38859,0.0,0.0
4774,VIRTUA HEALTH & REHAB MT HOLLY,515.0,0,0.0,0.72,0.37,47259,0.0,0.0
4775,COMPLETE CARE AT WILLOW CREEK,453.0,0,0.0,0.47,0.21,32921,0.0,0.0
4776,CARE ONE AT THE HIGHLANDS,472.0,0,0.0,0.78,0.37,47404,0.0,0.0
4777,WOODCLIFF LAKE HEALTH & REHABILITATION CENTER,368.0,0,0.0,0.67,0.25,31578,0.0,0.0
4778,COMPLETE CARE AT GREEN KNOLL,501.0,0,0.0,0.47,0.24,36410,0.0,0.0
4779,CREST POINTE REHABILITATION AND HEALTHCARE CENTER,483.0,0,0.0,1.26,0.61,78151,0.0,0.0
4780,MERIDIAN NURSING & REHAB AT SHREWSBURY,559.0,0,0.0,0.84,0.47,59940,0.0,0.0
4781,BARN HILL CARE CENTER,566.0,0,0.0,0.38,0.21,27269,0.0,0.0
4782,REHAB AT RIVER'S EDGE,512.0,0,0.0,0.47,0.24,37209,0.0,0.0
4783,ABINGDON CARE & REHABILITATION CENTER,565.0,0,0.0,0.47,0.27,41061,0.0,0.0
4784,LLANFAIR HOUSE CARE & REHABILITATION CENTER,523.0,0,0.0,0.91,0.47,73041,0.0,0.0
4785,HOLLY MANOR CENTER,370.0,0,0.0,0.61,0.23,34647,0.0,0.0
4786,MEDFORD LEAS,37.0,0,0.0,0.72,0.03,4074,0.0,0.0
4787,CARE CONNECTION RAHWAY,99.0,0,0.0,1.09,0.11,13837,0.0,0.0
4788,NEW GROVE MANOR,607.0,0,0.0,1.06,0.64,82547,0.0,0.0
4789,STERLING MANOR,414.0,0,0.0,0.72,0.3,37990,0.0,0.0
4790,CARE ONE AT WELLINGTON,450.0,0,0.0,0.67,0.3,46337,0.0,0.0
4791,"MANOR, THE",403.0,0,0.0,0.84,0.34,50462,0.0,0.0
4792,MORRISTOWN POST ACUTE REHAB AND NURSING CENTER,754.0,0,0.0,0.61,0.46,58837,0.0,0.0
4793,RIDGEWOOD CENTER,303.0,0,0.0,0.67,0.2,26000,0.0,0.0
4794,FRIENDS VILLAGE AT WOODSTOWN,174.0,0,0.0,0.41,0.07,9225,0.0,0.0
4795,COUNTY MANOR REHABILITATION & HCC,216.0,0,0.0,0.67,0.14,18535,0.0,0.0
4796,MASONIC VILLAGE AT BURLINGTON,497.0,0,0.0,0.72,0.36,54728,0.0,0.0
4797,OAKLAND REHABILITATION AND HEALTHCARE  CENTER,756.0,0,0.0,0.67,0.51,64871,0.0,0.0
4798,MEDFORD CARE CENTER,483.0,0,0.0,0.72,0.35,44322,0.0,0.0
4799,GATEWAY CARE CENTER,568.0,0,0.0,0.84,0.48,60905,0.0,0.0
4800,WINDSOR GARDENS CARE CENTER,705.0,0,0.0,1.06,0.75,112629,0.0,0.0
4801,ALAMEDA CENTER FOR REHABILITATION AND HEALTHCARE,824.0,0,0.0,0.78,0.65,91471,0.0,0.0
4802,BRIDGEWAY CARE AND REHAB CENTER AT BRIDGEWATER,557.0,0,0.0,0.47,0.26,40479,0.0,0.0
4803,PREMIER CADBURY OF CHERRY HILL,543.0,0,0.0,0.83,0.45,57723,0.0,0.0
4804,"VOORHEES CARE & REHABILITATION CENTER, THE",798.0,0,0.0,0.83,0.66,84831,0.0,0.0
